transcript	st411	st413	st415	st441	st449	st451	st265	st266	st301	st302	st311	st312	st361	st362	st409	st410	st193	st194	st195	st196	st305	st306	st307	st308	st333	st334	st335	st336	st363	st364	st365	st366	st405	st406	st407	st408	st225	st226	st227	st228	st229	st230	st231	st232	st337	st338	st339	st340	st341	st342	st343	st344	st369	st370	st371	st372	st373	st374	st375	st376	st393	st394	st395	st396	st397	st398	st399	st400	st417	st418	st419	st420	st421	st422	st423	st424	st481	st482	st483	st484	st485	st486	st487	st488	st249	st250	st251	st252	st253	st254	st255	st256	st257	st258	st259	st260	st261	st262	st263	st264	st313	st314	st315	st316	st317	st318	st319	st320	st321	st322	st323	st324	st325	st327	st328	st345	st346	st347	st348	st349	st350	st351	st352	st353	st354	st355	st356	st357	st358	st359	st360	st377	st378	st379	st380	st381	st382	st383	st385	st386	st387	st388	st389	st390	st391	st392	st425	st426	st427	st428	st429	st430	st431	st432	st433	st434	st435	st436	st437	st438	st439	st440	st527	st528	st529	st530	st531	st532	st533	st535	st536	st537	st538	st539	st540	st541	st542	st465	st466	st467	st468	st469	st470	st471	st472	st473	st474	st475	st476	st477	st478	st479	st505	st506	st507	st508	st509	st510	st513	st514	st515	st516	st517	st518	st519	st520	st554	st555	st556	st557	st558	st561	st562	st563	st564	st565	st566	st567	st568
B0281.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.44	0	1.24	0	0	0	0	0	140.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.65	1.33	0	0	0	0	0	0	0	0	0	0.65	0.81	244.63	0.56	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18	0	0	0	0	0	0	11.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.52	0	64.6	0	0	0	0	140.55	0	0	0	0	0	0	0	327.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.24	0	0	0	0	0	639.1	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.56	0
B0281.5	118.9	100.63	130.5	221.76	54.07	17.06	47.72	0	21.05	22.76	69.7	74.59	232.9	125.92	152.77	20.01	208.82	5.6	175.05	13.53	204.83	185.92	115.12	99.67	74.03	88.25	209.77	14.56	206.95	463.26	57.63	374.66	19.67	280.59	234.77	257.58	788.88	163.96	679.63	778.14	44.74	266.89	338	4.93	759.88	791.46	696.93	794.5	423.9	523.34	307.73	1.72	350.55	475.64	473.41	623.4	716.86	254.05	1400.8	151.21	204.7	21.33	315.13	9.88	0	731.48	29.37	0	0	0	247.02	1321.08	411.3	16.96	0	0	56.58	363.44	322.9	393.87	1196.06	1131.03	206.24	3.69	1199.58	1317.79	1812.22	1968.24	1584.87	1307.83	1353.69	1696.23	2262.62	159.74	1017.54	185.23	3167.33	1658.77	6.67	6.83	1182.88	1077.97	1977.5	1025.56	1050.62	1521.7	1643.23	903.77	1523.56	1367.68	1051.37	1720.97	1368.97	2.41	1.77	719.95	881.91	1338.58	962.42	962.58	992.36	695.88	1165.41	174.96	1136.55	2157.51	1749.94	1530.9	688.08	26.64	1	3.96	43.27	2116.71	1130.42	600.8	1204.53	722.09	1790.01	2325.44	1603.62	0	2524.84	113.13	2180.27	2451.25	295.34	816.69	114.37	4518.67	139.82	171.02	971.44	10.57	1823.58	683.83	93.47	220	1046.55	10.53	0	43.64	260.05	717.29	740.07	640.01	1194.56	1.13	94.32	1351.82	965.38	1269	1161.13	1106.6	834.09	649.39	1196.11	3127.14	62.67	1351.59	1028.29	1657.76	1132.88	2230.82	1562.56	1871.17	1419.02	1894.8	472.29	76.13	67.88	7.32	853.74	1597.2	2498.69	2511.82	1685.41	2150.59	1473.9	218.48	160.28	1950.47	55.25	47.22	41.8	2.67	1147.46	190.87	2585.05	2058.22	939.95	932.8	2487.87	2360.81	2571.91	263.48	1967.86	2587.7	324.84
B0281.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3	0.8	4.59	96.2	0	0	1.05	0	8.87	0	0	0	0	0	0	0	0	20.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	111.55	0	0	0	0	0	0	0	0	12.57	0	0	3.34	0	67.66	2.02	0	230.54	0	20.28	0	0	0	0	0	41.93	0	0	136.11	0	0	0	0	47.14	0	1.26	0	0	0	0	0	0	113.41	0	0	0	0	0	0	0	0	119.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.99	0	0	0	0	49.43	29.79	33.53	0	0	0	6.26	85.83	0	0	80.56	0	0	0	0	104.32	0	13.83	0	0	0	0	0	0	336.04	0	0	0	0	10.44	0	0	0	0	0	0	0	0	1.12	0	109.55	0.42	0	0	0	0	1.82	0	0	2.87
B0281.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0281.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0284.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.04	0	0	16.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.7	0	0	0	1.82	0	0	0	0	0	0	0	0	0	0	0	0	4.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0284.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.79	0	0	0	0.95	0	0	0
B0284.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.25	0	0	0	0	0	0	0	0	9.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0	0	2.37	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	0	0	0	0	0	3.21	0	0	0	0.74	8.53	0	0	0	0	0	0	15.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3	0	9.23	0	0	0	0	0	0	0	121.25	0	0	0	0	0	0
B0284.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0284.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0284.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0284.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0285.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0285.12	0	0.91	2.81	0	0	0	0	0	0	0	0	0	0	0	3.89	0	17.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45	0	0	0	0	0	6.79	0	0	5.38	18.05	0	0	0	0	0	0	0	0	11.31	0	0	0	0	0	0	0	0	0	0	0	3.17	0	0	0	0	0	11.8	0	0	0	0	0	0	0	0	0	0	2.49	3.07	0	0	0	0	87.15	0	0	0	0	0	0	0	0	0	0	0	20.66	0	0	10.12	3.52	0	0	25.41	0	0	2.13	0	0	0	0	0	27.84	6.46	0	0	0	0	0	0	39.16	0	0	1.85	0	0	0	0	0	0	0	20.33	0	0	0	8.45	0	0	0	0	0	0	0	249.33	0	5.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.5	0	15.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0285.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0285.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0285.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0285.3	80.5	104.18	123.95	71.87	89.39	74.21	73.33	140.78	29.54	34.08	39.79	46.52	68.35	37.77	104.57	87.42	63.8	65.31	40.55	94.63	55.81	68.64	57.77	35.46	82.78	72.55	28.74	79.3	127.7	103.51	17.03	117.72	101.73	93.8	85.77	82.26	153.08	58.12	24.04	153.16	0	70.9	13.66	0	109.29	134.74	58.22	29.77	69.6	23.04	54.67	105.52	225.27	108.89	84.62	56.08	34.04	133.15	41.03	25.84	39.18	140.9	203.3	97.77	29.8	12.48	349.61	61.67	60.6	0	20	28.61	101.57	88.19	30.84	153.97	128.75	115.53	123.46	44.81	180.17	61.66	52.49	0.7	35.98	97.36	113.13	153.55	94.35	25.55	0	0.83	25.95	0	43.75	0	29.75	315.61	26.67	285.98	91.39	99.8	0	60.72	171.34	112.33	293.64	57.82	85.47	1.55	47.07	7.23	0	0	5.38	84.7	21.32	40.28	18.22	41.05	28.28	44.3	0	41.43	0	0	5.33	165.35	0.52	141.91	3.04	0	494.03	38.08	121.46	0	0	0	21.81	15.8	146.3	0	298.87	0	2.75	29.24	115.24	290.42	0	870.65	206.38	0	0	0	8.48	0	228.13	0	30.01	0	269.09	0	0	28.94	73.22	38.79	70.25	0.86	0	118.34	120.17	124.54	168.73	74.91	0	25.85	105.61	0	157.03	80.41	147.09	99.11	143.79	34.66	11.64	0	153.1	11.57	1.21	0	8.87	358.38	50.34	6.24	253.23	0	86.43	443.42	157.52	0	0	0.95	133.04	449.21	156.55	0	205.19	0	51.77	128.84	152.56	0	56.6	51.87	47.5	0	6.08	0	0
B0285.4	209.51	217.02	306.42	214.18	165.95	237.38	114.7	77.94	131.28	133.41	109.25	161.27	121.82	52.32	233.58	63.02	172.73	200.22	200.94	196.64	133.96	194.1	209.94	59.86	266.77	192.59	173.58	168.64	137.56	203.29	188.41	7.07	313.08	168.27	160.24	248.18	285.05	286.49	180.75	102.88	7.67	21.87	91.54	14.09	269.9	194.35	316.48	270.44	87.56	172.03	2	338.38	292.16	223.36	169.28	161.99	193.1	182.49	174.6	179.17	294.2	278.46	469.68	233.59	164.75	366.27	430.23	244.29	819.03	0	331.58	232.01	610.62	40.7	0	35.8	175.97	67.93	343.73	169.66	339.45	244.54	135.58	1.26	14.06	0	75.51	0	1.31	0.85	0	0	0	0	1.31	0	1.07	0	97.84	0	58.99	69.49	0	53.65	0	11.64	0.64	42.41	253.66	0	0	0	0	0	50.9	183.03	36.56	23.02	164.72	20.84	0	44.35	98.07	0	36.17	0	0	16.55	0.47	280.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.88	0	290.52	0	1.11	1.8	1.04	0	148.11	29.93	0	0	0	0	0	0	0	10.75	0	0	0	0	0	0	0.56	0	0	55.12	0	0.46	0	0	0.48	137.17	14.5	102.68	1.09	0	0.94	0	0.84	0	0	0	15.45	0	3.98	0	0	0	0	3.24	86.37	5.13	0	0	0	0.24	24.54	0	0	0	0	0	130.12	0	0
B0285.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0285.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0286.1	0	1.84	0	0	0	1.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.31	0	0	0	50.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0286.3	11.22	0	1.42	0	8.55	0	0	0	0	0	16.76	2.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5	10.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	1.01	196.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7	0	0.24	0	0	0	0
B0286.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0286.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B0294.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0	0	0	0	0	80.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
