AB	ABa	ABal	ABalx	ABar	ABarx	ABp	ABpl	ABplx	ABpr	ABprx	C	Cx1	Cx2	D	E	EMS	Ea	Ep	MS	MSx1	MSx2	P0	P1	P2	P3	P4
npl-4.1	36.47	37.246	29.284	52.293	51.362	39.4475	29.036	21.108	47.2154545454545	30.504	45.1858333333333	42.7	64.422	20.8766666666667	57.1216666666667	39.474	41.436	33.315	12.815	67.438	61.136	46.1157142857143	49.052	48.212	46.468	107.634	42.135
npl-4.2	35.166	11.002	2.64	3.647	2.624	5.29833333333333	14.668	2.618	15.6709090909091	13.516	11.2816666666667	7.57	1.8	2.32	31.8233333333333	8.79	14.09	105.75	0.24	9.304	0	0.56	51.918	50.408	57.68	90.478	106.498333333333
npp-1	186.312	167.386	180.136	270.088	270.422	347.5275	141.432	226.626	306.512727272727	166.604	270.7075	103.478	153.946	405.815	15.69	138.356	172.64	146.9425	189.005	224.824	178.292	254.305714285714	165.396	117.366	131.854	80.858	244.96
npp-10	120.14	139.642	139.916	139.696	134.812	168.254166666667	137.004	159.218	116.215454545455	162.458	101.460833333333	58.076	28.224	113.896666666667	216.603333333333	180.404	149.44	64.6325	62.15	84.738	131.158	50.6385714285714	68.364	102.076	64.16	48.87	118.301666666667
npp-11	89.326	122.962	171.32	137.67	136.402	214.858333333333	120.154	148.57	98.5127272727273	89.362	134.635833333333	141.664	93.476	87.7333333333333	30.5533333333333	97.946	102.338	103.0925	205.62	191.546	109.154	72.6342857142857	102.394	74.11	62.694	77.944	43.3183333333333
npp-12	78.154	73.426	34.71	6.483	23.78	8.75166666666667	83.334	29.352	5.00090909090909	24.56	10.1075	79.676	44.448	8.60666666666667	34.1616666666667	17.9	85.012	0.8475	10.1216666666667	33.75	14.904	13.4357142857143	81.692	66.228	92.892	55.928	41.9866666666667
npp-13	89.668	96.77	152.5	181.316	156.166	121.455	111.282	115.552	138.230909090909	126.986	116.51	32.192	121.682	262.233333333333	2.50333333333333	106.788	130.046	89.535	52.815	131.82	115.482	187.122857142857	63.832	59.808	59.436	27.296	29.9766666666667
npp-14	53.83	69.406	47.164	24.259	84.888	28.0675	64.236	74.956	6.38181818181818	85.358	12.9566666666667	55.326	34.002	7.98333333333333	8.915	51.358	78.184	0.5575	1.99666666666667	16.176	13.434	30.0571428571429	45.482	36.772	33.792	28.09	10.8983333333333
npp-15	71.974	103.016	141.426	41.798	89.392	59.6591666666667	76.53	81.59	56.5172727272727	98.374	78.14	88.838	34.58	89.825	2.51	44.822	152.07	32.2825	52.5883333333333	64.548	52.464	26.45	75.234	69.672	70.078	18.174	71.185
npp-16	61.622	51.214	117.38	18.093	56.948	83.6008333333333	69.926	107.028	15.4327272727273	38.178	15.0508333333333	116.154	31.992	6.625	13.755	35.29	83.384	6.665	0.11	9.974	83.764	43.0914285714286	20.954	76.43	79.984	42.564	170.935
npp-17	190.798	281.518	400.146	215.929	236.21	331.320833333333	230.252	275.94	290.57	230.71	182.245833333333	203.25	156.03	107.9	89.1183333333333	189.132	201.188	14.645	22.8766666666667	209.642	33.572	69.3171428571429	171.574	150.862	190.706	102.74	281.023333333333
npp-18	201.222	319.004	304.536	189.994	325.93	193.685833333333	251.824	240.116	200.866363636364	398.69	202.9925	279.016	232.8	308.961666666667	188.13	291.642	230.496	52.0175	196.161666666667	401.07	88.8	234.981428571429	217.212	180.588	186.662	284.666	251.261666666667
npp-19	179.884	188.204	271.242	261.196	181.956	204.8375	217.54	212.114	196.036363636364	151.242	117.36	181.136	164.034	205.801666666667	99.5533333333333	201.778	187.42	96.0625	26.8033333333333	379.692	22.814	27.5442857142857	153.33	136.478	122.078	263.142	257.998333333333
npp-2	197.29	179.88	292.544	350.067	260.98	294.993333333333	184.538	226.41	274.336363636364	267.238	264.576666666667	217.184	202.744	70.4066666666667	122.088333333333	221.748	184.988	107.4	91.7933333333333	86.978	124.14	467.538571428571	159.368	117.464	149.316	79.754	147.573333333333
npp-20	103.496	190.312	128.316	214.744	191.516	61.7091666666667	151.164	182.764	103.031818181818	278.416	143.665833333333	80.75	209.714	42.6516666666667	31.2066666666667	206.758	114.712	57.8825	165.876666666667	136.84	50.266	239.554285714286	131.894	69.694	84.038	58.886	130.035
npp-21	92.256	100.672	144.004	96.908	96.55	105.355	86.106	140.25	141.319090909091	118.438	132.2275	47.67	68.464	69.5566666666667	24.9883333333333	86.54	98.842	51.9375	257.266666666667	85.48	145.054	137.601428571429	55.518	81.724	42.224	33.396	100.083333333333
npp-22	297.848	309.462	262.936	46.713	262.394	66.9825	274.62	382.886	94.5309090909091	262.584	98.3558333333333	401.686	76.716	93.7416666666667	369.348333333333	201.066	371.538	9.715	37.23	115.32	77.466	89.25	282.384	288.662	269.792	263.162	489.315
npp-3	42.328	47.608	60.116	59.85	55.808	54.325	50.228	45.254	45.8745454545455	115.766	73.7775	50.218	48.868	22.21	18.5383333333333	29.984	55.47	74.81	21.36	34.258	33.614	37.4485714285714	28.412	30.388	32.708	28.726	22.7566666666667
npp-4	76.714	92.298	85.232	146.604	88.044	202.1325	69.246	123.4	180.010909090909	30.758	134.1925	33.738	165.614	376.601666666667	0.391666666666667	56.582	65.498	67.2375	137.161666666667	101.844	126.702	46.6471428571429	63.544	51.842	59.772	43.428	82.3166666666667
npp-5	103.018	118.218	163.66	116.902	134.38	150.425833333333	85.796	139.424	122.680909090909	105.884	76.9541666666667	108.108	87.666	152.408333333333	43.8483333333333	107.664	83.724	66.405	102.118333333333	29.492	29.282	100.942857142857	51.672	66.638	91.986	39.34	85.0883333333333
npp-6	54.658	85.416	74.594	33.618	32.744	25.4566666666667	55.804	54.106	46.4209090909091	56.9	75.07	29.614	28.456	11.7716666666667	5.505	45.422	75.296	1.4125	24.6583333333333	26.706	20.014	16.6014285714286	44.212	42.734	28.318	16.292	5.32333333333333
npp-7	45.226	58.588	39.118	23.576	40.414	19.0675	67.754	89.088	16.22	37.66	32.2525	65.002	6.448	50.055	55.5866666666667	43.61	60.106	188.085	12.9733333333333	56.368	26.046	57.3242857142857	63.802	59.202	37.394	23.766	28.625
npp-8	168.218	268.936	256.934	312.586	214.618	395.2275	244.992	207.538	276.894545454545	311.34	374.565	293.242	420.368	547.743333333333	48.9883333333333	383.994	245.584	94.355	234.81	92.71	153.21	227.215714285714	175.684	157.184	161.298	198.898	210.28
npp-9	228.514	156.156	70.556	2.518	71.364	1.41833333333333	167.644	65.352	3.11545454545455	26.432	1.90666666666667	163.464	71.962	33.2033333333333	128.268333333333	209.618	213.822	1.08	0.281666666666667	73.324	0.224	33.7957142857143	133.208	210.668	251.48	312.188	378.125
npr-11	0	3.184	3.29	3.885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.73166666666667	0	0	0	0	0.418	0	0	0
npr-12	0	0	0	0	0	0	0	0	0.278181818181818	0	0	0	0	0	0	0	0	5.1	56.6283333333333	0	0	0	0.52	0	0	0	0
npr-13	0	0	0	0	0.072	0	0	0	0	0	12.5525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
npr-15	0.978	0	0.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0	16.226	0	0
npr-17	6.842	2.09	0	0.052	5.444	0	0.186	0.248	0.23	0	0	0	0	0	0	0	0	0	19.6833333333333	0	0	0	2.784	2.534	0	0	0
npr-2	0	0	0	0	4.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
npr-3	0	0	0	0	0	0	0	0	0	0	0	0	0	7.70333333333333	0	0	0	0	0	0	0	0	1.05	0	0	0	0
nra-1	132.908	200.046	241.34	136.056	99.46	207.705	166.438	158.972	128.404545454545	117.408	87.6608333333333	136.288	162.456	193.468333333333	49.995	118.702	166.854	8.8925	9.60166666666667	174.44	249.374	16.6742857142857	95.69	117.668	158.948	95.626	59.9166666666667
nra-2	233.22	96.668	7.92	30.65	14.146	54.7075	136.914	15.416	40.74	1.044	23.9841666666667	364.258	45.812	56.4133333333333	183.198333333333	49.866	187.458	44.135	52.745	19.908	76.704	4.32714285714286	245.388	268.524	271.59	190.374	202.853333333333
nra-3	29.89	42.998	56.472	7.326	61.526	8.55416666666667	33.364	22.84	9.80454545454545	47.88	0	7.214	0	0	0	1.54	12.068	0	2.32666666666667	9.8	0	0	30.798	36.302	22.86	0.788	35.6883333333333
nra-4	62.082	38.87	96.686	102.015	76.204	60.4883333333333	92.538	93.846	35.2372727272727	67.094	73.03	52.646	84.084	54.745	11.135	57.912	48.196	43.2175	31.8916666666667	8.252	67.754	45.96	41.196	26.248	29.316	16.406	23.7283333333333
nrd-1	56.52	51.262	80.172	91.261	67.144	139.575833333333	53.02	39.802	100.420909090909	130.944	80.8016666666667	55.562	110.444	28.21	13.2716666666667	36.434	61.726	18.3625	62.1616666666667	53.362	73.84	29.0485714285714	59.852	70.022	66.25	54.258	71.0016666666667
nrde-3	50.616	66.646	132.95	148.639	52.658	195.2425	76.326	50.416	156.497272727273	70.078	151.095	59.982	52.244	56.6866666666667	12.1433333333333	29.422	73.962	64.98	222.118333333333	80.01	149.474	110.971428571429	32.382	35.604	58.246	35.408	9.52333333333333
nrf-5	0	0	7.064	3.318	0	12.7641666666667	0	4.066	0.0354545454545455	0	2.86916666666667	0	0.206	0	0	0	0	0	8.53833333333333	0	22.996	11.4928571428571	0	0	0	0	0
nrf-6	0.692	0.976	3.734	1.672	17.608	0.055	8.732	0.664	0.121818181818182	0.548	0	6.702	0	0.101666666666667	0	42.106	0.024	0	0	10.276	0.062	43.65	4.848	7.812	5.196	0.526	0.06
nrx-1	7.806	0	72.096	0	86.524	0	14.772	0.262	0	116.266	0.145833333333333	0	0	0	0	0	70.622	0	0	0	0	0	110.486	4.118	53.642	221.198	0
nsf-1	105.078	49.644	64.074	29.859	33.77	24.4258333333333	40.104	7.336	3.52	13.05	17.2566666666667	99.106	128.222	85.0016666666667	10.945	78.914	114.796	3.2925	13.4866666666667	40.892	31.874	36.1757142857143	95.504	103.586	111.112	66.45	61.9466666666667
nspa-11	0	0	0	7.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.49
nspa-5	1.852	0.976	2.348	2.822	2.626	8.7425	0.56	3.946	7.11272727272727	6.04	0	0	2.396	0.551666666666667	0	18.97	0	0	49.06	0	0	30.4028571428571	2.708	1.412	0	11.616	0
nspa-8	3.122	0.728	0	0.197	0	1.32166666666667	0.436	0	3.62090909090909	0.392	3.5825	0.816	0	0	0	32.358	11.166	245.2125	37.035	51.648	12.426	0.777142857142857	0	0	2.906	3.008	0
nspb-10	0	0.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.378	0	0	0	0	0	0	0	0	0	0
nspb-8	0.478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.712	0	0	0	0	0	0	0	0	0	0	0
nspb-9	0	0	0.306	0	0	0	0	1.03	0	0	0	0	0	0.603333333333333	0	25.296	0	0	0	0	0	0	0	0	0	0	0
nspc-17	0	0	0	0	0	2.815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nspd-10	0	0	0	0	0	1.57666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nspd-8	0	0	0	0	0	0	0	0	3.97727272727273	0	0	0	0	0	0	0	0	9.6125	100.798333333333	0	0	0	0	0	0	0	0
nspd-9	0	0	0	11.586	0	0	0	0	0	0	0	0	0	0	0	35.108	4.584	20.5375	0	69.14	0	0	0	21.402	0	0	0
nspe-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.922	0	0	0	0	0	0	0	0	0	0
nspe-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	23.266	3.205	0	0	0	0	0	0	0	0	0
nspe-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.622	0	0	0	0	0	0	0	0	0	0	0
nspe-4	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32	0	0	0	0	0	0	0
nspe-5	0	0	0	0	0	0	0	10.7	1.44636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nspe-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.192	10.19	0	0	11.354	0	0	0	0	0	0	0
nst-1	194.626	237.144	245.396	275.361	242.384	313.360833333333	271.326	290.058	353.107272727273	469.182	445.2375	249.286	283.586	124.936666666667	285.045	263.74	174.162	295.86	368.17	346.68	237.59	292.071428571429	191.428	163.802	209.276	148.406	226.493333333333
nsy-1	16.916	12.874	38.678	15.062	50.356	21.6475	10.2	22.29	42.5690909090909	8.966	12.4466666666667	1.658	8.396	51.7866666666667	1.84833333333333	26.374	38.824	118.585	42.55	7.534	54.304	7.60857142857143	24.562	17.726	21.07	14.97	24.0783333333333
nsy-4	0	0	32.154	14.231	0	9.895	0.654	2.166	6.06545454545455	0	8.0975	0.82	0	0	0	0	0	0	0	0	0	0.122857142857143	0.576	2.02	0	0	0
nsy-7	95.116	86.262	264.604	128.569	43.644	16.7441666666667	66.864	173.518	40.7854545454545	114.308	111.556666666667	98.108	8.558	297.436666666667	400.873333333333	89.05	24.464	91.1025	193.106666666667	49.376	45.53	393.804285714286	111.628	76.88	67.4	61.898	301.771666666667
nth-1	50.106	34.654	26.656	12.043	25.996	0.173333333333333	49.874	1.216	8.18454545454546	5.938	3.22833333333333	172.914	0	42.7166666666667	13.2283333333333	15.186	50.492	48.3775	9.52166666666667	4.334	0.29	0	92.35	19.796	112.574	15.902	52.3783333333333
ntl-2	124.128	114.48	152.302	134.297	92.394	150.400833333333	135.532	159.204	224.201818181818	213.714	199.545	120.114	226.782	218.348333333333	106.023333333333	219.14	127.858	222.63	225.988333333333	20.33	398.086	143.814285714286	44.758	148.932	68.364	150.726	193.213333333333
ntl-3	13.672	13.438	19.306	9.401	5.636	7.60083333333333	27.964	9.086	7.44454545454545	11.358	9.7325	7.444	13.842	3.00333333333333	0.976666666666667	9.682	4.92	11.3	0	11.082	42.508	1.88571428571429	4.746	10.48	7.716	4.816	2.17833333333333
ntl-4	110.576	102.34	126.746	96.82	116.344	121.695833333333	126.458	124.086	134.235454545455	99.506	71.4675	288.596	84.628	9.40333333333333	54.5383333333333	97.876	150.092	38.8225	129.795	33.772	102.17	22.8914285714286	84.998	56.858	115.762	70.42	28.145
ntp-1	139.368	101.766	30.284	1.462	1.858	5.71833333333333	122.036	22.552	55.69	56.144	13.9941666666667	85.186	12.208	21.31	67.1183333333333	0.33	137.186	39.13	1.13166666666667	58.642	9.638	17.03	126.206	154.206	101.858	63.334	159.36
nuc-1	0	0	36.252	18.742	0	2.79416666666667	0	0.044	10.8690909090909	0	6.86	0	0	0.143333333333333	0	0	0	0	0	0.314	3.998	70.7842857142857	0	0.056	0	0	0
nucb-1	64.116	45.254	23.734	50.575	21.492	38.4683333333333	67.076	11.426	0.531818181818182	91.062	48.6833333333333	22.174	14.348	26.2683333333333	51.2533333333333	11.64	52.2	47.39	30.6933333333333	15.11	57.712	25.2628571428571	40.546	42.926	47.92	103.696	5.88333333333333
nud-1	142.71	65.232	17.52	2.454	29.948	8.38583333333333	120.866	4.498	28.9172727272727	1.316	0	103.728	0	59.235	19.48	51.568	108.162	4.125	28.4466666666667	3.09	34.044	39.2942857142857	193.256	213.522	289.614	363.042	64.9966666666667
nud-2	85.526	47.53	38.132	76.233	78.554	51.41	76.898	92.08	169.113636363636	15.944	116.371666666667	52.562	3.338	68.5933333333333	17.8166666666667	127.582	24.624	8.325	267.668333333333	5.684	57.672	41.7557142857143	67.18	66.506	143.154	159.978	263.386666666667
num-1	157.212	155.004	70.21	0	140.122	7.4825	124.946	148.576	1.23818181818182	61.08	0	37.228	6.5	9.60333333333333	101.961666666667	12.444	153.304	2.1925	8.285	6.17	0.932	0.0557142857142857	141.69	181.938	139.53	94.928	55.3383333333333
nuo-1	196.688	202.77	174.062	383.53	192.004	297.453333333333	225.336	243.124	195.745454545455	151.402	113.108333333333	187.37	247.958	535.311666666667	83.41	179.452	157.89	688.0425	344.015	211.86	172.698	499.317142857143	125.444	136.33	227.658	214.452	236.888333333333
nuo-2	127	153.986	268.978	220.846	166.838	163.721666666667	178.422	210.01	89.5936363636364	256.046	168.435	144.592	195.252	237.941666666667	67.8833333333333	102.934	87.312	94.0775	181.49	194.374	58.888	258.401428571429	149.146	141.808	91.646	116.074	131.01
nuo-3	2201.236	2680.464	4014.614	4397.08	3464.182	3934.03583333333	2851.11	3479.54	2789.81272727273	3981.632	3092.4475	1338.53	2484.596	928.051666666667	1743.87666666667	2673.852	2587.738	1549.99	1255.69166666667	3147.824	2531.264	1968.56285714286	1997.436	2301.75	2174.694	1400.084	1028.18833333333
nuo-4	215.288	332.656	371.58	148.715	360.99	136.9625	288.47	279.896	219.577272727273	345.334	106.279166666667	184.812	147.408	250.896666666667	323.525	124.504	268.698	17.2025	183.275	115.404	31.79	124.747142857143	226.69	216.404	276.236	247.698	257.58
nuo-5	55.34	46.83	53.462	22.973	2.144	42.9683333333333	27.938	48.36	11.7536363636364	23.288	19.0583333333333	19.616	22.688	35.0716666666667	7.48166666666667	67.492	21.366	1.42	2.17333333333333	16.312	56.486	10.4585714285714	31.806	59.564	76.71	32.062	38.3016666666667
nuo-6	132.624	162.802	188.004	214.428	236.088	171.8275	248.12	175.17	175.783636363636	271.934	131.05	143.324	219.464	151.688333333333	147.57	286.486	202.812	183.5775	306.768333333333	130.8	249.314	135.278571428571	162.486	101.384	212.618	360.272	165.811666666667
nurf-1	39.53	46	50.982	56.361	54.084	55.3516666666667	42.99	44.506	58.4936363636364	56.048	84.2783333333333	51.886	26.098	50.8183333333333	35.07	93.318	41.376	64.8275	49.6133333333333	31.126	52.21	44.6757142857143	29.526	37.54	33.538	26.142	29.3516666666667
nxf-1	9.252	0.708	2.146	0.081	137.696	20.0266666666667	1.37	0	0.486363636363636	0.048	81.6125	2.2	1.096	0.621666666666667	0	0	2.294	0	0.16	0	0.584	16.2428571428571	1.288	0.516	0	0	0
nxf-2	227.812	167.65	44.302	21.877	9.698	21.6083333333333	222.364	42.256	8.21181818181818	74.758	13.34	158.326	6.174	0.455	172.031666666667	40.026	233.148	3.3325	0	38.362	0.206	78.3242857142857	217.772	169.964	174.776	130.834	126.18
nxt-1	244.372	336.096	178.508	74.819	205.386	18.2283333333333	286.67	221.034	23.7736363636364	208.508	45.395	266.356	52.488	21.3633333333333	106.473333333333	351.292	261.572	0.7825	0	185.242	14.818	27.2471428571429	247.292	238.264	301.864	323.54	352.405
oac-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.826	0	0	0
oac-3	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	7.242	0	0	0	0	0	0	0
oac-38	0	0	0	0	0	0	0	0	0	0	3.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oac-39	0	0	18.046	5.292	2.398	3.34666666666667	0	19.384	22.2527272727273	3.288	10.4933333333333	0	1.32	0.881666666666667	0	4.604	0	1.4875	0	3.894	21.236	9.22428571428571	0	0	0	0	0
oac-4	0	0	14.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62833333333333	0	0	0	0	0	0	0	0
oac-40	0	0	0	0	0	9.07083333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oac-46	0	0	0	0.552	0	0	0	0	0	0	0	39.996	0	0	0	0	0	0	0	0.044	0	0	0	0	0	0	0
oac-49	0	0	0	2.604	0	0	0	0.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oac-51	0	0	0	0	0	0	0	0	0	0	1.53583333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oac-52	0	0	0	0	0	0.3475	0	0	5.77818181818182	0	0	0	0	0	0	0	0	0	0	0.05	0	5.18571428571429	0	0	0	0	0
oac-58	0	0	0	4.453	0	0	0	0	0	0	0.0383333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
obr-1	16.8	22.256	42.92	0.956	72.544	0.0225	24.51	14.696	0.0872727272727273	30.444	3.94083333333333	19.536	7.654	1.29	0.0266666666666667	26.576	14.998	0	0	11.57	16.034	0	8.766	11.032	17.582	4.888	42.76
obr-2	23.762	25.412	115.716	5.401	36.562	11.3091666666667	19.776	39.118	12.0881818181818	45.698	64.055	18.916	0.078	1.29833333333333	2.66333333333333	4.588	47.75	21.01	61.8716666666667	0.788	0.17	54.5314285714286	26.68	14.858	45.38	7.774	32.565
obr-3	16.244	17.946	34.618	0.303	6.092	4.38833333333333	25.362	35.5	0.298181818181818	23.232	3.60583333333333	52.582	49.844	0	0	24.414	14.014	0	1.71	4.216	21.784	0.167142857142857	14.008	23.712	29.324	0.406	0
obr-4	118.456	76.658	22.346	9.902	45.132	5.23666666666667	117.034	31.93	2.99545454545455	45.476	8.93416666666667	60.326	3.46	9.475	37.815	34.496	88.624	2.39	14.5883333333333	45.192	14.51	59.7285714285714	71.938	110.878	133.344	40.392	57.3233333333333
ocr-2	0	0	0	0	0	0	0	0	0	0	0	5.848	15.812	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23833333333333
ocr-3	0	0.04	0.036	1.915	0	0	0.048	0	0	0	0	0	0	0	0	0	0	5.7525	0	0	0	0.334285714285714	0	0	0	0	0
ocrl-1	56.136	12.862	4.71	0.142	0.47	3.9875	29.926	0.046	7.83181818181818	1.544	0.09	29.24	0	28.3716666666667	0	0.156	5.246	90.45	5.96833333333333	0.252	21.342	1.48285714285714	68.89	42.31	24.702	23.5	0.105
oct-2	0	0	0	0	0	0	0	0	0	0.84	0	0	0	0	0	0	0	0	0	0	36.81	0	0	0	0	0	0
odc-1	0.526	0.802	64.288	29.323	12.672	3.775	18.638	0.452	51.7736363636364	14.882	20.7616666666667	0.336	53.72	116.628333333333	0.233333333333333	85.388	0.622	156.15	271.021666666667	2.09	151.234	43.4142857142857	0.108	0	42.368	0.368	0.265
odr-1	0	0	11.15	0	1.632	5.0125	0	0	1.46454545454545	0	0.241666666666667	0	0	29.38	0	9.008	0	0	0	0	0	0	0	0	0	0	0
odr-2	0	0	0	16.775	0	14.1258333333333	0	0.328	18.2036363636364	0	0	19.43	0	0	0	0.232	0	0	8.54166666666667	0	35.126	9.85142857142857	0	0	0	0	0
odr-4	68.838	93.804	61.596	29.609	88.83	65.7375	129.794	40.97	42.0472727272727	165.654	41.06	23.572	26.098	23.2116666666667	70.53	73.04	83.598	60.0225	10.0516666666667	40.402	0.736	42.6857142857143	78.12	81.538	71.286	89.14	40.0433333333333
odr-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.224	0	0	0	0	0	0	0	0	0	0	0
oga-1	31.358	7.354	5.41	0.148	0	4.10583333333333	31.446	35.104	8.87181818181818	2.976	4.01916666666667	29.958	0.72	78.7	2.325	2.512	25.152	14.76	23.2766666666667	0.85	3.74	3.98	24.188	30.816	19.708	54.082	36
ogt-1	64.99	79.31	109.38	147.166	32.468	66.8183333333333	75.564	76.924	47.7209090909091	88.276	144.494166666667	21.482	94.624	57.3016666666667	20.0683333333333	26.112	83.118	115.15	93.6466666666667	34.81	117.056	60.4485714285714	67.162	51.372	26.952	127.104	49.245
oig-2	0	0	0	0	0.31	0	0	41.028	0	18.822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oig-3	0	9.634	17.968	1.865	0	16.4641666666667	0	0	0.127272727272727	0	0.176666666666667	0	23.33	0	0	0	3.962	0	0	0	0.962	0	0.702	0	0	0	0
olrn-1	0	0	3.97	0	0.546	10.0183333333333	0	0	2.09272727272727	0	0.1475	0	1.246	0	0	0	0.058	2.5475	1.675	0	0	21.5771428571429	6.498	0	0	0	0.0766666666666667
oma-1	580.446	570.168	447.64	373.169	431.376	471.711666666667	682.374	500.354	590.276363636364	537.134	341.680833333333	521.974	230.134	293.498333333333	365.343333333333	463.896	465.564	166.89	234.213333333333	336.404	166.126	495.268571428571	537.856	501.824	649.842	686.604	614.861666666667
oma-2	531.086	185.574	8.524	1.682	16.454	4.36583333333333	251.048	91.14	14.8372727272727	32.782	0.875	212.062	52.708	0.393333333333333	430.455	140.41	509.396	1.585	0.201666666666667	16.412	0.072	0.0471428571428571	597.07	677.006	708.832	408.94	301.688333333333
ooc-3	144.608	151.582	47.328	1.198	92.508	0.5875	178.73	104.252	13.3454545454545	101.036	18.5066666666667	171.856	0	1.23333333333333	86.3	65.39	118.548	0.285	0.2	1.24	0	10.5685714285714	148.352	118.124	149.07	131.528	229.866666666667
ooc-5	255.758	353.658	162.678	160.352	311.782	111.183333333333	284.66	246.32	116.389090909091	282.938	118.623333333333	348.276	293.112	541.59	101.95	337.052	253.716	13.0125	29.1333333333333	256.736	1.71	74.3857142857143	300.716	227.838	182.064	253.788	416.098333333333
ora-1	0	0	0	0	0	0	0	0	0	0	0.0716666666666667	0	0	0	0	0	0	0	0	12.794	0	0	0	0	0	0	0
orai-1	273.772	182.086	24.074	7.411	129.838	29.295	112.696	290.968	46.2872727272727	18.198	2.1075	215.406	0	0	100.908333333333	57.464	232.348	0	97.7233333333333	51.626	0.56	0	164.046	209.08	188.52	62.102	397.076666666667
orc-2	108.142	160.242	135.28	171.57	94.836	180.774166666667	147.35	150.71	146.350909090909	122.526	123	196.55	90.246	149.105	48.4083333333333	213.39	147.99	5.2625	186.933333333333	102.658	92.28	99.9285714285714	101.328	99.972	148.738	39.702	99.8933333333333
osm-1	0	0	0.034	0	0	0	0	1.42	0.0436363636363636	0	0	0	15.992	0	0	0	0	0	0	0	0	1.18571428571429	0.032	0	0	0	0
osm-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32857142857143	0	0	0	0	0
osm-7	0.87	0	6.428	6.731	1.282	0	3.344	0.282	0.153636363636364	18.376	0	21.292	1.774	0	0	0	0.79	0	0.256666666666667	1.008	0.984	13.4871428571429	2.324	0	1.026	7.234	0
osm-9	0	0	0	1.416	0.366	3.04833333333333	1.07	0	7.96545454545455	0	1.1075	0	0.656	17.8066666666667	0	0	0	0	0.03	0.06	2.934	1.20857142857143	0.026	0	0	0	0
osr-1	0.076	0	0	0	0	0	0	0.03	0	0.044	8.37666666666667	0.05	0.156	0	0.22	0	0	0	0	0.05	0	0.214285714285714	5.134	0.476	0	0.072	0
ost-1	0	0	0	0	0	0	0	1.65	17.6281818181818	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ostb-1	406.758	400.386	585.53	552.222	396.108	368.605	448.456	477.394	559.680909090909	384.27	331.430833333333	515.304	362.528	265.685	501.333333333333	503.41	388.698	297.5125	242.838333333333	398.96	451.346	456.727142857143	431.276	386.494	390.19	210.086	409.88
ostd-1	261.676	338.028	477.436	466.645	480.414	323.793333333333	338.994	456.068	363.043636363636	403.83	498.813333333333	471.006	199.604	376.743333333333	113.458333333333	355.976	313.806	121.4075	363.285	321.73	180.774	1206.26571428571	364.908	279.474	245.322	330.546	376.675
otpl-1	0	1.632	0	0.266	0	11.6283333333333	3.238	0.36	31.4627272727273	0.064	0.7525	0.728	0	0.331666666666667	0	0.338	0	0	41.475	13.222	0	0	2.146	0	0	0	0
otpl-2	0.178	0	0	8.463	0	0	0	0	0	0.644	0	0	0	0	0	0.614	0	0	0	0	0	0	0	0	0.076	0	0
otpl-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	0.058	0	0	0	0	0	29.225
otpl-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.90714285714286	0	0	0	0	0
