Sequence_Name	WormBase_Gene_ID	Public_Name	Other_Name	cluster_set	RBP_assoc
T23G5.3	WBGene00011963	T23G5.3	CELE_T23G5.3	1	NA
T23G5.6	WBGene00011964	saeg-2	CELE_T23G5.6	4	NA
T23G5.7	WBGene00045368	T23G5.7	CeN127,	1	NA
T23G5.9	WBGene00195317	T23G5.9	CELE_T23G5.9	2	NA
T23G7.2	WBGene00011965	T23G7.2	CELE_T23G7.2	1	NA
T23G7.3	WBGene00011966	T23G7.3	CELE_T23G7.3	4	NA
T23H2.3	WBGene00020742	T23H2.3	CELE_T23H2.3	2	NA
T23H2.4	WBGene00020743	mam-8	CELE_T23H2.4	2	NA
T24A6.20	WBGene00020756	T24A6.20	CELE_T24A6.20	1	other_RBP
T24B1.1	WBGene00011975	golg-5	CELE_T24B1.1	5	SPN4
T24B8.11	WBGene00197046	T24B8.11	CELE_T24B8.11	2	NA
T24B8.2	WBGene00011976	chmp-7	CELE_T24B8.2	5	NA
T24B8.21	WBGene00201871	T24B8.21	CELE_T24B8.21	2	NA
T24B8.3	WBGene00011977	T24B8.3	CELE_T24B8.3	1	NA
T24B8.4	WBGene00011978	T24B8.4	CELE_T24B8.4	1	NA
T24B8.5	WBGene00011979	sysm-1	CELE_T24B8.5	2	NA
T24B8.7	WBGene00011980	T24B8.7	CELE_T24B8.7	4	NA
T24C12.1	WBGene00020764	T24C12.1	CELE_T24C12.1	2	NA
T24C12.3	WBGene00020765	T24C12.3	CELE_T24C12.3	2	NA
T24C2.2	WBGene00011981	enri-2	nip-2,	1	other_RBP
T24C2.5	WBGene00011984	T24C2.5	CELE_T24C2.5	2	NA
T24C2.9	WBGene00200182	T24C2.9	CELE_T24C2.9	2	NA
T24C4.2	WBGene00020758	T24C4.2	CELE_T24C4.2	4	NA
T24C4.5	WBGene00020761	T24C4.5	phi-53,	2	NA
T24C4.8	WBGene00044681	clc-20	CELE_T24C4.8	2	NA
T24D1.2	WBGene00011985	T24D1.2	CELE_T24D1.2	3	NA
T24D1.3	WBGene00011986	T24D1.3	CELE_T24D1.3	5	SPN4
T24D1.5	WBGene00011988	har-2	CELE_T24D1.5	3	NA
T24D1.6	WBGene00201202	T24D1.6	CELE_T24D1.6	2	NA
T24D5.2	WBGene00011990	T24D5.2	CELE_T24D5.2	2	NA
T24D5.3	WBGene00011991	T24D5.3	CELE_T24D5.3	2	NA
T24D5.6	WBGene00044149	T24D5.6	CELE_T24D5.6	2	NA
T24D8.11	WBGene00196592	T24D8.11	CELE_T24D8.11	2	NA
T24D8.15	WBGene00201610	T24D8.15	CELE_T24D8.15	2	NA
T24D8.6	WBGene00020769	T24D8.6	CELE_T24D8.6	2	NA
T24E12.1	WBGene00020771	T24E12.1	CELE_T24E12.1	1	NA
T24E12.11	WBGene00020778	T24E12.11	CELE_T24E12.11	4	other_RBP
T24E12.13	WBGene00195077	T24E12.13	CELE_T24E12.13	4	NA
T24E12.2	WBGene00020772	T24E12.2	CELE_T24E12.2	2	NA
T24E12.5	WBGene00020774	rcd-1	CELE_T24E12.5	2	NA
T24F1.2	WBGene00011994	samp-1	CELE_T24F1.2	3	NA
T24F1.3	WBGene00011995	rsf-1	rasf-1,	1	NA
T24G10.2	WBGene00020779	T24G10.2	CELE_T24G10.2	1	other_RBP
T24H10.1	WBGene00012000	T24H10.1	CELE_T24H10.1	1	SPN4
T24H10.4	WBGene00012002	T24H10.4	CELE_T24H10.4	5	SPN4
T24H10.5	WBGene00012003	T24H10.5	CELE_T24H10.5	2	NA
T24H7.2	WBGene00020781	T24H7.2	CELE_T24H7.2	1	NA
T24H7.3	WBGene00020782	lelo-1	CELE_T24H7.3	3	NA
T24H7.4	WBGene00020783	blos-4	CELE_T24H7.4	3	other_RBP
T24H7.6	WBGene00044936	T24H7.6	CELE_T24H7.6	1	NA
T25B2.4	WBGene00194983	T25B2.4	CELE_T25B2.4	1	NA
T25B6.6	WBGene00020792	T25B6.6	CELE_T25B6.6	2	NA
T25B9.11	WBGene00044990	T25B9.11	CELE_T25B9.11	2	NA
T25B9.12	WBGene00044991	T25B9.12	CELE_T25B9.12	2	NA
T25B9.3	WBGene00012009	T25B9.3	CELE_T25B9.3	2	NA
T25B9.4	WBGene00012010	T25B9.4	CELE_T25B9.4	2	NA
T25B9.8	WBGene00012014	T25B9.8	CELE_T25B9.8	3	other_RBP
T25B9.9	WBGene00012015	T25B9.9	CELE_T25B9.9	1	NA
T25D1.1	WBGene00020793	T25D1.1	CELE_T25D1.1	2	NA
T25D1.3	WBGene00020795	T25D1.3	CELE_T25D1.3	2	NA
T25D10.1	WBGene00020799	T25D10.1	CELE_T25D10.1	2	NA
T25D10.4	WBGene00020801	T25D10.4	CELE_T25D10.4	2	NA
T25D3.2	WBGene00020796	mrpl-28	CELE_T25D3.2	3	NA
T25D3.3	WBGene00020797	T25D3.3	CELE_T25D3.3	2	NA
T25D3.4	WBGene00020798	T25D3.4	CELE_T25D3.4	2	NA
T25E12.6	WBGene00012021	T25E12.6	CELE_T25E12.6	4	NA
T25F10.6	WBGene00020808	clik-1	cm7g3,	2	NA
T25G12.1	WBGene00020809	T25G12.1	CELE_T25G12.1	2	NA
T25G12.11	WBGene00020817	T25G12.11	CELE_T25G12.11	4	SPN4
T25G12.2	NA	NA	NA	2	NA
T25G3.1	WBGene00012029	T25G3.1	CELE_T25G3.1	2	NA
T25G3.3	WBGene00012030	T25G3.3	CELE_T25G3.3	3	NA
T25G3.4	WBGene00012031	gpdh-3	CELE_T25G3.4	5	SPN4
T26A5.10	WBGene00198530	T26A5.10	CELE_T26A5.10	2	NA
T26A5.2	WBGene00020819	T26A5.2	CELE_T26A5.2	3	NA
T26A5.4	WBGene00020820	algn-1	CELE_T26A5.4	3	NA
T26A5.5	WBGene00020821	jhdm-1	CELE_T26A5.5	3	NA
T26A5.6	WBGene00020822	T26A5.6	CELE_T26A5.6	3	other_RBP
T26A5.8	WBGene00020823	T26A5.8	CELE_T26A5.8	4	NA
T26A8.1	WBGene00020824	pdtf-1	CELE_T26A8.1	3	NA
T26A8.2	WBGene00020825	tmem-231	CELE_T26A8.2	2	NA
T26A8.3	WBGene00020826	T26A8.3	CELE_T26A8.3	2	NA
T26A8.4	WBGene00020827	T26A8.4	CELE_T26A8.4	1	NA
T26A8.6	WBGene00195245	T26A8.6	CELE_T26A8.6	1	NA
T26C11.4	WBGene00020830	T26C11.4	CELE_T26C11.4	3	NA
T26C11.8	WBGene00044563	T26C11.8	CELE_T26C11.8	2	NA
T26C11.9	WBGene00194679	T26C11.9	CELE_T26C11.9	1	NA
T26C11.t1	WBGene00023152	T26C11.t1	CELE_T26C11.T1	2	NA
T26C12.1	WBGene00020831	T26C12.1	CELE_T26C12.1	3	NA
T26C12.2	WBGene00020832	T26C12.2	CELE_T26C12.2	2	NA
T26C12.3	WBGene00020833	T26C12.3	CELE_T26C12.3	2	NA
T26C5.3	WBGene00012033	T26C5.3	CELE_T26C5.3	3	other_RBP
T26C5.5	WBGene00012035	T26C5.5	CELE_T26C5.5	2	NA
T26E3.11	WBGene00044905	T26E3.11	CELE_T26E3.11	4	NA
T26E3.4	WBGene00012037	T26E3.4	CELE_T26E3.4	3	SPN4
T26E3.5	WBGene00012038	T26E3.5	CELE_T26E3.5	4	NA
T26E3.6	WBGene00012039	T26E3.6	CELE_T26E3.6	2	NA
T26E3.7	WBGene00012040	T26E3.7	CELE_T26E3.7	2	NA
T26E3.8	WBGene00012041	T26E3.8	CELE_T26E3.8	4	NA
T26F2.2	WBGene00012058	T26F2.2	CELE_T26F2.2	2	NA
T26G10.1	WBGene00012059	T26G10.1	CELE_T26G10.1	3	NA
T26G10.3	WBGene00012060	T26G10.3	CELE_T26G10.3	2	NA
T26G10.6	WBGene00043993	T26G10.6	CELE_T26G10.6	2	NA
T26H2.10	WBGene00044976	T26H2.10	CELE_T26H2.10	4	NA
T26H2.11	WBGene00050951	T26H2.11	CELE_T26H2.11	2	NA
T26H2.12	WBGene00077662	T26H2.12	CELE_T26H2.12	2	NA
T27A1.1	WBGene00005324	T27A1.1	CELE_T27A1.1	2	NA
T27A1.2	WBGene00020834	T27A1.2	CELE_T27A1.2	4	NA
T27A1.3	WBGene00020835	T27A1.3	CELE_T27A1.3	2	other_RBP
T27A1.5	WBGene00020837	slc-36.2	CELE_T27A1.5	2	NA
T27A3.1	WBGene00020838	trak-1	CELE_T27A3.1	3	NA
T27A3.11	WBGene00199008	T27A3.11	CELE_T27A3.11	2	NA
T27A3.2	WBGene00020839	usp-5	CELE_T27A3.2	3	NA
T27A3.6	WBGene00020842	nmrk-1	moc-4,	3	NA
T27A3.7	WBGene00020843	nse-1	T27A3.7,	3	NA
T27A8.1	WBGene00012073	cpd-2	CELE_T27A8.1	4	NA
T27A8.2	WBGene00012074	T27A8.2	CELE_T27A8.2	5	NA
T27A8.3	WBGene00012075	T27A8.3	CELE_T27A8.3	2	NA
T27A8.6	WBGene00195439	T27A8.6	CELE_T27A8.6	4	NA
T27C4.1	WBGene00020854	nrsn-1	CELE_T27C4.1	2	NA
T27C4.2	WBGene00020855	hpo-36	Y39H10A.c,	2	other_RBP
T27C5.10	WBGene00012083	T27C5.10	CELE_T27C5.10	2	NA
T27C5.12	WBGene00044059	T27C5.12	CELE_T27C5.12	2	NA
T27C5.16	WBGene00077632	T27C5.16	CELE_T27C5.16	2	NA
T27C5.6	WBGene00012079	T27C5.6	CELE_T27C5.6	2	NA
T27D12.1	WBGene00012085	mfsc-1	CELE_T27D12.1	2	NA
T27D12.6	WBGene00194848	T27D12.6	CELE_T27D12.6	2	NA
T27E4.1	WBGene00020861	T27E4.1	CELE_T27E4.1	2	NA
T27E4.10	WBGene00044923	T27E4.10	CELE_T27E4.10	2	NA
T27E4.11	WBGene00194993	T27E4.11	CELE_T27E4.11	2	NA
T27E4.16	WBGene00197625	T27E4.16	CELE_T27E4.16	2	NA
T27E4.19	WBGene00199247	T27E4.19	CELE_T27E4.19	2	NA
T27E7.12	WBGene00045313	T27E7.12	CELE_T27E7.12	2	NA
T27E7.3	WBGene00012088	T27E7.3	CELE_T27E7.3	2	NA
T27E9.2	WBGene00012094	T27E9.2	CELE_T27E9.2	2	NA
T27E9.6	WBGene00012096	T27E9.6	CELE_T27E9.6	4	NA
T27F2.2	WBGene00012100	sipa-1	CELE_T27F2.2	2	NA
T27F6.10	WBGene00077508	T27F6.10	CELE_T27F6.10	1	NA
T27F6.4	WBGene00012104	sygl-1	CELE_T27F6.4	3	SPN4
T27F6.6	WBGene00012105	T27F6.6	CELE_T27F6.6	3	NA
T27F6.7	WBGene00012106	T27F6.7	CELE_T27F6.7	3	other_RBP
T27F7.1	WBGene00020866	vps-24	CELE_T27F7.1	5	SPN4
T27F7.4	WBGene00194986	pigb-1	CELE_T27F7.4	3	NA
T28A11.22	WBGene00044526	T28A11.22	CELE_T28A11.22	2	other_RBP
T28A8.2	WBGene00012108	T28A8.2	CELE_T28A8.2	2	NA
T28A8.3	WBGene00012109	T28A8.3	CELE_T28A8.3	1	NA
T28A8.4	WBGene00012110	T28A8.4	CELE_T28A8.4	5	NA
T28A8.5	WBGene00012111	T28A8.5	CELE_T28A8.5	5	NA
T28A8.6	WBGene00012112	T28A8.6	CELE_T28A8.6	5	NA
T28B11.1	WBGene00012117	T28B11.1	CELE_T28B11.1	3	SPN4
T28B11.12	WBGene00197769	T28B11.12	CELE_T28B11.12	2	NA
T28B8.1	WBGene00012113	T28B8.1	CELE_T28B8.1	1	NA
T28B8.6	WBGene00044122	osp-1	CELE_T28B8.6	2	NA
T28C12.6	WBGene00020893	T28C12.6	CELE_T28C12.6	2	NA
T28C6.10	WBGene00045183	T28C6.10	CELE_T28C6.10	1	NA
T28C6.3	WBGene00012119	T28C6.3	CELE_T28C6.3	1	NA
T28C6.5	WBGene00012120	T28C6.5	CELE_T28C6.5	1	NA
T28C6.8	WBGene00012122	T28C6.8	CELE_T28C6.8	2	NA
T28D6.5	WBGene00012125	T28D6.5	CELE_T28D6.5	2	NA
T28D6.6	WBGene00012126	T28D6.6	CELE_T28D6.6	1	NA
T28D6.7	WBGene00012127	T28D6.7	CELE_T28D6.7	2	NA
T28D9.1	WBGene00020894	T28D9.1	CELE_T28D9.1	4	NA
T28D9.13	WBGene00195728	T28D9.13	CELE_T28D9.13	2	NA
T28D9.3	WBGene00020895	plpp-1.2	CELE_T28D9.3	2	NA
T28D9.4	WBGene00020896	T28D9.4	CELE_T28D9.4	3	SPN4
T28D9.9	WBGene00020898	lido-16	CELE_T28D9.9	2	NA
T28F12.1	WBGene00020904	T28F12.1	CELE_T28F12.1	5	NA
T28F12.4	WBGene00197125	T28F12.4	CELE_T28F12.4	2	NA
T28F2.2	WBGene00020901	T28F2.2	CELE_T28F2.2	1	NA
T28F3.8	WBGene00012134	T28F3.8	CELE_T28F3.8	2	NA
T28F4.1	WBGene00012136	T28F4.1	CELE_T28F4.1	1	NA
T28F4.4	WBGene00012139	T28F4.4	CELE_T28F4.4	2	NA
T28F4.5	WBGene00012140	T28F4.5	CELE_T28F4.5	2	NA
T28F4.6	NA	NA	NA	2	NA
T28F4.7	WBGene00198042	T28F4.7	CELE_T28F4.7	2	NA
T28H10.1	WBGene00012142	T28H10.1	CELE_T28H10.1	1	NA
VB0395L.2	WBGene00195978	VB0395L.2	CELE_VB0395L.2	2	NA
VF13D12L.1	WBGene00012148	inos-1	CELE_VF13D12L.1	2	NA
VF13D12L.3	WBGene00012149	VF13D12L.3	CELE_VF13D12L.3	2	NA
VF15C11L.2	WBGene00201458	VF15C11L.2	CELE_VF15C11L.2	1	NA
VH15N14R.1	WBGene00012151	smrn-1	CELE_VH15N14R.1	4	NA
VM106R.1	WBGene00014848	VM106R.1	CELE_VM106R.1	1	NA
VY10G11R.2	WBGene00045097	VY10G11R.2	CELE_VY10G11R.2	2	NA
VY10G11R.3	WBGene00045098	VY10G11R.3	CELE_VY10G11R.3	2	NA
VY10G11R.4	WBGene00045185	VY10G11R.4	CELE_VY10G11R.4	2	NA
W01A11.1	WBGene00020909	W01A11.1	CELE_W01A11.1	3	other_RBP
W01A11.2	WBGene00020910	dgtr-1	CELE_W01A11.2	5	SPN4
W01A11.7	WBGene00020912	W01A11.7	CELE_W01A11.7	2	NA
W01A8.5	WBGene00012167	tofu-5	CELE_W01A8.5	3	other_RBP
W01A8.8	WBGene00044988	W01A8.8	CELE_W01A8.8	2	NA
W01B6.3	WBGene00012170	W01B6.3	CELE_W01B6.3	2	NA
W01C8.13	WBGene00199689	W01C8.13	CELE_W01C8.13	2	NA
W01C8.5	WBGene00020921	W01C8.5	XG314,	5	NA
W01C9.6	WBGene00045114	W01C9.6	Ce105,	2	NA
W01D2.1	WBGene00012179	rpl-37.1	eL37A,	4	NA
W01D2.5	WBGene00012182	osta-3	CELE_W01D2.5	5	NA
W01D2.6	WBGene00012183	W01D2.6	CELE_W01D2.6	2	NA
W01D2.7	WBGene00045123	W01D2.7	CELE_W01D2.7	2	NA
W01F3.1	WBGene00012184	mnr-1	CELE_W01F3.1	2	NA
W01G7.4	WBGene00012188	W01G7.4	CELE_W01G7.4	1	NA
W02A11.1	WBGene00012192	W02A11.1	CELE_W02A11.1	5	NA
W02A2.9	WBGene00044280	W02A2.9	CELE_W02A2.9	2	NA
W02B12.10	WBGene00012205	metl-1	CELE_W02B12.10	3	NA
W02B12.11	WBGene00012206	W02B12.11	CELE_W02B12.11	3	NA
W02B12.15	WBGene00044026	cisd-1	CELE_W02B12.15	1	NA
W02B12.4	WBGene00012202	cest-15	CELE_W02B12.4	2	NA
W02B12.9	WBGene00012204	mfn-1	CELE_W02B12.9	3	NA
W02B8.1	WBGene00012197	W02B8.1	CELE_W02B8.1	2	NA
W02B8.12	WBGene00200558	W02B8.12	CELE_W02B8.12	2	NA
W02B8.2	WBGene00012198	citk-1	W02B8.2,	4	NA
W02C12.2	WBGene00020929	W02C12.2	CELE_W02C12.2	2	NA
W02D3.1	WBGene00020931	cytb-5.2	CELE_W02D3.1	1	NA
W02D3.12	WBGene00020937	W02D3.12	CELE_W02D3.12	3	NA
W02D3.4	WBGene00020933	W02D3.4	CELE_W02D3.4	5	NA
W02D7.5	WBGene00020941	W02D7.5	CELE_W02D7.5	3	other_RBP
W02D7.6	WBGene00020942	W02D7.6	CELE_W02D7.6	3	NA
W02D9.10	WBGene00012216	dpsm-1	CELE_W02D9.10	2	other_RBP
W02D9.2	WBGene00012208	W02D9.2	CELE_W02D9.2	5	NA
W02D9.3	WBGene00012209	hmg-20	CELE_W02D9.3	3	SPN4
W02D9.4	WBGene00012210	W02D9.4	CELE_W02D9.4	3	SPN4
W02D9.7	WBGene00012213	W02D9.7	CELE_W02D9.7	2	NA
W02F12.1	WBGene00023355	W02F12.1	CELE_W02F12.1	2	NA
W02F12.3	WBGene00020948	era-1	CELE_W02F12.3	3	other_RBP
W02F12.4	WBGene00020949	W02F12.4	CELE_W02F12.4	3	other_RBP
W02F12.5	WBGene00020950	dlst-1	CELE_W02F12.5	3	NA
W02F12.8	WBGene00175027	W02F12.8	CELE_W02F12.8	2	NA
W02G9.4	WBGene00020954	W02G9.4	CELE_W02G9.4	2	NA
W02G9.5	WBGene00020955	angl-1	CELE_W02G9.5	2	NA
W02G9.7	WBGene00201453	W02G9.7	CELE_W02G9.7	2	NA
W02H3.t1	WBGene00014538	W02H3.t1	CELE_W02H3.T1	2	NA
W02H5.2	WBGene00020957	W02H5.2	W02H5.j,	2	NA
W02H5.8	WBGene00020962	W02H5.8	W02H5.a,	2	NA
W03A3.4	WBGene00196016	W03A3.4	CELE_W03A3.4	2	NA
W03A5.1	WBGene00020966	W03A5.1	CELE_W03A5.1	2	NA
W03A5.2	WBGene00020967	W03A5.2	CELE_W03A5.2	2	NA
W03A5.4	NA	NA	NA	1	NA
W03A5.6	WBGene00020970	dlgr-1	CELE_W03A5.6	2	NA
W03C9.2	WBGene00012220	W03C9.2	CELE_W03C9.2	3	NA
W03C9.5	WBGene00012221	W03C9.5	CELE_W03C9.5	3	other_RBP
W03C9.6	WBGene00012222	W03C9.6	CELE_W03C9.6	4	NA
W03D2.6	WBGene00020981	W03D2.6	CELE_W03D2.6	2	NA
W03D2.7	WBGene00020982	ilys-6	CELE_W03D2.7	1	NA
W03D2.9	WBGene00020983	W03D2.9	CELE_W03D2.9	2	NA
W03D8.2	WBGene00020985	W03D8.2	CELE_W03D8.2	2	NA
W03D8.3	WBGene00020986	W03D8.3	CELE_W03D8.3	4	NA
W03D8.7	WBGene00020988	W03D8.7	CELE_W03D8.7	2	NA
W03F11.5	WBGene00021008	W03F11.5	CELE_W03F11.5	2	NA
W03F8.3	WBGene00020993	mtrf-1L	CELE_W03F8.3	2	other_RBP
W03F8.4	WBGene00020994	W03F8.4	CELE_W03F8.4	1	other_RBP
W03F8.6	WBGene00020995	W03F8.6	CELE_W03F8.6	2	NA
W03F9.1	WBGene00020999	W03F9.1	CELE_W03F9.1	3	NA
W03F9.10	WBGene00021004	sftb-2	CELE_W03F9.10	1	NA
W03F9.2	WBGene00021000	W03F9.2	CELE_W03F9.2	2	NA
W03F9.4	WBGene00021002	W03F9.4	CELE_W03F9.4	2	NA
W03F9.8	WBGene00023356	W03F9.8	CELE_W03F9.8	2	NA
W03G1.5	WBGene00021011	W03G1.5	CELE_W03G1.5	2	NA
W03G9.2	WBGene00021014	pid-4	CELE_W03G9.2	3	NA
W03G9.8	WBGene00044431	mzt-1	CELE_W03G9.8	3	NA
W03H9.2	WBGene00012228	W03H9.2	CELE_W03H9.2	2	NA
W04A4.4	WBGene00012233	clpr-1	CELE_W04A4.4	2	NA
W04A4.5	WBGene00012234	ints-4	CELE_W04A4.5	3	NA
W04A8.1	WBGene00012236	W04A8.1	CELE_W04A8.1	5	other_RBP
W04A8.2	WBGene00012237	W04A8.2	CELE_W04A8.2	2	NA
W04A8.3	WBGene00012238	W04A8.3	CELE_W04A8.3	4	NA
W04A8.4	WBGene00012239	W04A8.4	CELE_W04A8.4	4	NA
W04A8.5	WBGene00012240	W04A8.5	CELE_W04A8.5	4	SPN4
W04A8.6	WBGene00012241	W04A8.6	CELE_W04A8.6	1	other_RBP
W04A8.8	WBGene00189979	W04A8.8	CELE_W04A8.8	2	NA
W04A8.9	WBGene00195155	W04A8.9	CELE_W04A8.9	1	NA
W04B5.2	WBGene00021019	W04B5.2	CELE_W04B5.2	2	NA
W04B5.3	WBGene00021020	W04B5.3	CELE_W04B5.3	2	NA
W04B5.4	WBGene00021021	mrpl-30	CELE_W04B5.4	3	NA
W04B5.5	WBGene00021022	W04B5.5	CELE_W04B5.5	3	NA
W04C9.2	WBGene00021024	W04C9.2	CELE_W04C9.2	5	NA
W04C9.4	WBGene00021026	W04C9.4	W04C9.d,	2	NA
W04C9.6	WBGene00021028	W04C9.6	CELE_W04C9.6	2	NA
W04D2.13	WBGene00201422	W04D2.13	CELE_W04D2.13	2	NA
W04D2.4	WBGene00012243	W04D2.4	CELE_W04D2.4	5	SPN4
W04D2.5	WBGene00012244	mrps-11	CELE_W04D2.5	2	NA
W04D2.6	WBGene00012245	rbm-25	CELE_W04D2.6	4	other_RBP
W04D2.9	WBGene00198139	W04D2.9	CELE_W04D2.9	2	NA
W04E12.2	WBGene00012247	W04E12.2	CELE_W04E12.2	1	NA
W04E12.3	WBGene00012248	W04E12.3	CELE_W04E12.3	2	NA
W04E12.4	WBGene00012249	W04E12.4	CELE_W04E12.4	2	NA
W04E12.5	WBGene00012250	W04E12.5	CELE_W04E12.5	2	NA
W04E12.7	WBGene00012252	W04E12.7	CELE_W04E12.7	2	NA
W04G3.11	WBGene00044153	W04G3.11	CELE_W04G3.11	2	NA
W04G3.12	WBGene00044151	W04G3.12	CELE_W04G3.12	2	NA
W04G3.13	WBGene00194793	W04G3.13	CELE_W04G3.13	2	NA
W04G3.5	WBGene00012258	W04G3.5	CELE_W04G3.5	1	NA
W04G5.11	WBGene00014542	W04G5.11	U2-8,	1	NA
W04G5.8	WBGene00012268	W04G5.8	CELE_W04G5.8	2	NA
W05B2.12	WBGene00198189	W05B2.12	CELE_W05B2.12	2	NA
W05B2.7	NA	NA	NA	2	NA
W05B2.8	WBGene00014543	W05B2.8	U6-19,	2	NA
W05B2.9	WBGene00045149	W05B2.9	Ce298,	2	NA
W05E10.12	WBGene00197367	W05E10.12	CELE_W05E10.12	2	NA
W05E10.16	WBGene00199869	W05E10.16	CELE_W05E10.16	2	NA
W05E10.5	WBGene00012282	W05E10.5	CELE_W05E10.5	2	NA
W05F2.3	WBGene00021035	W05F2.3	CELE_W05F2.3	3	SPN4
W05F2.6	WBGene00021038	W05F2.6	CELE_W05F2.6	3	NA
W05G11.2	WBGene00021040	W05G11.2	CELE_W05G11.2	2	NA
W05G11.4	WBGene00021041	clp-10	CELE_W05G11.4	2	NA
W05H12.1	WBGene00012289	W05H12.1	CELE_W05H12.1	2	NA
W05H12.2	WBGene00012290	W05H12.2	CELE_W05H12.2	2	NA
W05H7.1	WBGene00021044	W05H7.1	CELE_W05H7.1	2	other_RBP
W05H9.1	WBGene00021048	lro-1	CELE_W05H9.1	2	NA
W05H9.2	WBGene00021049	W05H9.2	CELE_W05H9.2	3	NA
W05H9.3	WBGene00021050	W05H9.3	CELE_W05H9.3	4	NA
W05H9.4	WBGene00021051	W05H9.4	CELE_W05H9.4	2	SPN4
W06A11.2	WBGene00021053	gadr-4	CELE_W06A11.2	4	NA
W06A11.4	WBGene00021055	W06A11.4	CELE_W06A11.4	2	NA
W06A7.4	WBGene00012293	W06A7.4	CELE_W06A7.4	5	NA
W06A7.8	WBGene00198681	W06A7.8	CELE_W06A7.8	2	NA
W06B11.1	WBGene00021059	atat-2	CELE_W06B11.1	2	NA
W06B3.1	WBGene00012295	nmat-1	CELE_W06B3.1	2	NA
W06B4.1	WBGene00021056	W06B4.1	CELE_W06B4.1	3	NA
W06B4.2	WBGene00021057	W06B4.2	CELE_W06B4.2	3	NA
W06D11.1	WBGene00012299	W06D11.1	CELE_W06D11.1	3	NA
W06D11.2	WBGene00012300	W06D11.2	CELE_W06D11.2	4	other_RBP
W06D11.3	WBGene00012301	W06D11.3	CELE_W06D11.3	5	SPN4
W06D11.4	WBGene00012302	dot-1.3	CELE_W06D11.4	2	NA
W06D4.2	WBGene00012296	spe-46	CELE_W06D4.2	2	NA
W06D4.3	WBGene00012297	W06D4.3	CELE_W06D4.3	2	NA
W06E11.1	WBGene00021061	W06E11.1	CELE_W06E11.1	3	NA
W06F12.7	WBGene00201461	W06F12.7	CELE_W06F12.7	2	NA
W06G6.18	WBGene00195867	W06G6.18	CELE_W06G6.18	2	NA
W06H8.12	WBGene00199016	W06H8.12	CELE_W06H8.12	2	NA
W06H8.2	WBGene00021066	W06H8.2	CELE_W06H8.2	2	NA
W06H8.4	WBGene00021067	W06H8.4	CELE_W06H8.4	2	NA
W06H8.5	WBGene00023159	W06H8.5	CELE_W06H8.5	2	NA
W07A8.2	WBGene00012319	ipla-3	CELE_W07A8.2	5	NA
W07B8.1	WBGene00021070	cpr-8	drd-3,	2	NA
W07B8.3	NA	NA	NA	2	NA
W07E11.1	WBGene00012326	W07E11.1	CELE_W07E11.1	3	NA
W07E6.2	WBGene00021074	gldi-1	CELE_W07E6.2	3	NA
W07E6.3	WBGene00021075	sms-5	CELE_W07E6.3	2	NA
W07E6.5	WBGene00021076	W07E6.5	CELE_W07E6.5	3	NA
W07G1.8	WBGene00014549	W07G1.8	U2-5,	2	NA
W07G4.3	WBGene00012337	scyl-1	CELE_W07G4.3	3	NA
W07G4.5	WBGene00012339	W07G4.5	CELE_W07G4.5	2	NA
W08A12.1	WBGene00021078	unc-132	CELE_W08A12.1	5	NA
W08A12.2	WBGene00021079	W08A12.2	CELE_W08A12.2	2	NA
W08A12.3	WBGene00021080	W08A12.3	CELE_W08A12.3	2	other_RBP
W08E12.1	WBGene00021082	zip-11	CELE_W08E12.1	2	other_RBP
W08E12.7	WBGene00021088	W08E12.7	CELE_W08E12.7	3	NA
W08E12.8	WBGene00021089	pugs-9	CELE_W08E12.8	1	NA
W08E3.2	WBGene00012343	casc-3	CELE_W08E3.2	5	SPN4
W08E3.4	WBGene00012345	W08E3.4	CELE_W08E3.4	4	NA
W08F4.11	WBGene00021100	W08F4.11	CELE_W08F4.11	4	other_RBP
W08F4.12	WBGene00021101	W08F4.12	CELE_W08F4.12	4	other_RBP
W08F4.13	WBGene00044733	W08F4.13	CELE_W08F4.13	4	NA
W08F4.14	WBGene00195943	W08F4.14	CELE_W08F4.14	2	NA
W08F4.15	WBGene00197145	W08F4.15	CELE_W08F4.15	2	NA
W08F4.3	WBGene00021093	W08F4.3	CELE_W08F4.3	2	SPN4
W08F4.5	WBGene00021094	W08F4.5	CELE_W08F4.5	2	NA
W08G11.3	WBGene00012347	W08G11.3	CELE_W08G11.3	5	other_RBP
W08G11.6	WBGene00023429	W08G11.6	CeR-9,	1	NA
W09B6.4	WBGene00021104	W09B6.4	CELE_W09B6.4	3	NA
W09C2.12	WBGene00201715	W09C2.12	CELE_W09C2.12	2	NA
W09C3.3	WBGene00021111	W09C3.3	CELE_W09C3.3	2	NA
W09C3.4	WBGene00021112	W09C3.4	CELE_W09C3.4	5	NA
W09C5.1	WBGene00012351	W09C5.1	CELE_W09C5.1	4	NA
W09C5.11	WBGene00194659	linc-1	CELE_W09C5.11	2	NA
W09C5.3	WBGene00014858	W09C5.3	CELE_W09C5.3	2	NA
W09C5.7	WBGene00012353	sac-2	CELE_W09C5.7	5	NA
W09C5.8	WBGene00012354	cox-4	CELE_W09C5.8	4	NA
W09D10.1	WBGene00012359	smap-1	CELE_W09D10.1	5	NA
W09D10.3	WBGene00012361	mrpl-12	CELE_W09D10.3	5	NA
