gene_ID	name	SPN4	OMA1	LIN41	spn4_enrichment	oma1_enrichment	lin41_enrichment	Log2_SPN-4_LYSATE_FPKM	Log2_SPN-4_IP_FPKM	Log2_OMA-1_LYSATE_FPKM	Log2_OMA-1_IP_FPKM	Log2_LIN-41_LYSATE_FPKM	Log2_LIN-41_IP_FPKM	Kimble_Log2FC	Kimble_Adjusted_p-value	Kimble_Sperm_FPKM	Kimble_Oocyte_FPKM	Stoeckius_Sperm_RPKM	Stoeckius_Oocyte_RPKM	Stoeckius_oneCell_RPKM	Stoeckius_twoCell_RPKM
WBGene00170937	21ur-12767	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170575	21ur-10564	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00169239	21ur-14690	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00049499	21ur-3430	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00168151	21ur-8952	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00050370	21ur-3522	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00049444	21ur-2088	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00169953	21ur-13650	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174835	21ur-8848	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00173548	21ur-9848	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171203	21ur-10688	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00049212	21ur-5082	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00167940	21ur-10060	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00168739	21ur-9494	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00169617	21ur-13384	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00045807	21ur-2250	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048640	21ur-3059	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00167781	21ur-15684	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00172737	21ur-6214	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00172774	21ur-9025	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170567	21ur-5617	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00166272	21ur-7378	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046093	21ur-2297	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00165331	21ur-12117	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048111	21ur-3448	FALSE	FALSE	FALSE		1.390901594		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170654	21ur-14997	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048081	21ur-4029	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00197988	Y73F8A.1167	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00200369	Y73F8A.1170	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046893	21ur-2160	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171048	21ur-7085	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00050090	21ur-3562	FALSE	FALSE	FALSE		-0.024812051		-3.322	-3.322	-1.337	-3.322	-3.322	-3.322			0	0				
WBGene00046569	21ur-4805	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00168298	21ur-7100	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170508	21ur-13416	FALSE	FALSE	FALSE		2.352607855		-3.322	-3.322	-3.322	-1.581	-3.322	-3.322			0	0				
WBGene00047679	21ur-1468	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046169	21ur-4763	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170258	21ur-6092	FALSE	FALSE	FALSE		1.390871213		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00201363	Y73F8A.1171	FALSE	FALSE	FALSE			2.994362103	-3.322	-3.322	-3.322	-3.322	-3.322	-1.828	0.60123711		0.034	0				
WBGene00013521	Y73F8A.12	FALSE	FALSE	FALSE		1.390802126		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	9.705925551	5.03824E-84	63.73	0.084	137.979	0.016	0.057	0.078
WBGene00013522	Y73F8A.13	FALSE	FALSE	FALSE	-1.394821555	1.041588104	0.821063979	1.28	-0.784	1.798	2.828	1.724	2.406	-3.670043104	2.61631E-43	0.433	5.54	1.05	9.12	42.328	40.279
WBGene00167729	21ur-12504	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00049754	21ur-932	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00172446	21ur-11589	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170593	21ur-11598	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00050821	21ur-3234	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00050793	21ur-1980	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00166538	21ur-9984	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00047137	21ur-2098	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046606	21ur-4329	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00047718	21ur-2919	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00045677	21ur-5214	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046465	21ur-871	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00168586	21ur-15439	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00173595	21ur-6470	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00045642	21ur-3810	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171151	21ur-10749	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171956	21ur-13562	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048513	21ur-2458	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00165104	21ur-14476	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00050327	21ur-4231	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171090	21ur-12316	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048475	21ur-2233	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00167125	21ur-11757	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170440	21ur-10281	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	0.60123711		0.23	0				
WBGene00050258	21ur-2675	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00165884	21ur-11498	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00047822	21ur-1609	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00172260	21ur-8521	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00049157	21ur-3980	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00168134	21ur-12850	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00173157	21ur-9290	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00165101	21ur-5834	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00173696	21ur-7963	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048125	21ur-4515	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046782	21ur-773	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00196400	Y73F8A.1164	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00013523	Y73F8A.14	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	10.53707442	4.12078E-67	61.241	0.036	129.912	0.024	0.068	0.06
WBGene00048660	21ur-4698	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00173010	21ur-6298	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00166722	21ur-15025	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00166212	21ur-7370	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00047215	21ur-2360	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174670	21ur-11809	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00013524	Y73F8A.15	FALSE	FALSE	FALSE		1.390871213	0.595092998	-3.322	-3.322	-3.322	-3.322	-2.87	-3.322	10.48094677	9.12856E-97	102.472	0.074	74.7	0.008	1.532	1.067
WBGene00049337	21ur-3439	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00166859	21ur-8732	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00166178	21ur-10430	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174543	21ur-15450	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00165394	21ur-6606	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00049462	21ur-3319	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00166321	21ur-6861	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171076	21ur-12755	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00006558	tbx-39	FALSE	FALSE	FALSE	4.284859437	2.9126445	0.559661345	-3.322	-1.533	-1.923	0.409	-2.98	-2.966	-2.038675804	0.477271719	0	0.02	0.001	0.042	0.2	0.901
WBGene00170545	21ur-6475	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00165840	21ur-13967	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00167196	21ur-6405	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00006559	tbx-40	FALSE	FALSE	FALSE	1.707730845	0.786956207	3.365965623	-2.885	-2.686	-1.9	-1.313	-2.767	-0.941	-0.567393612	0.778262811	0.016	0.024	0.023	0.052	0.125	1.127
WBGene00170416	21ur-15319	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171056	21ur-15275	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00172170	21ur-9859	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171737	21ur-12391	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048832	21ur-4344	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00050072	21ur-1493	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00167312	21ur-13430	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00045657	21ur-4637	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048736	21ur-476	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00050474	21ur-4060	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00168118	21ur-13734	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00166706	21ur-14568	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046179	21ur-663	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170718	21ur-6797	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00050351	21ur-2071	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170445	21ur-7937	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174305	21ur-12151	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00049974	21ur-1428	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00050359	21ur-711	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048669	21ur-4893	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00049092	21ur-2634	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00050154	21ur-5387	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00169428	21ur-8424	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171313	21ur-7870	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00169020	21ur-10299	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174680	21ur-8257	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00047663	21ur-3935	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046759	21ur-531	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00169301	21ur-13447	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00172037	21ur-12102	FALSE	FALSE	FALSE		-0.024812051		-3.322	-3.322	-1.337	-3.322	-3.322	-3.322			0	0				
WBGene00047190	21ur-2710	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174336	21ur-9779	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00168484	21ur-14195	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171434	21ur-7062	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171972	21ur-13839	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048665	21ur-1286	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171794	21ur-6099	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00049249	21ur-2333	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174411	21ur-8544	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048273	21ur-2629	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170847	21ur-13050	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00168216	21ur-9663	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00173209	21ur-6603	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00013525	irld-59	FALSE	FALSE	FALSE		1.390803573		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0.013	0.031	0.025	0
WBGene00165971	21ur-6366	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174825	21ur-10050	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00047384	21ur-2790	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00167500	21ur-11443	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171698	21ur-13418	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00049308	21ur-3066	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174461	21ur-6823	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00172262	21ur-11785	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00045623	21ur-3951	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00165412	21ur-6100	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171630	21ur-7420	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00047235	21ur-2295	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00045636	21ur-629	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170682	21ur-8097	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00047010	21ur-3593	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046592	21ur-2525	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00172880	21ur-13720	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00168446	21ur-15335	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174444	21ur-9883	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048006	21ur-2690	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00165106	21ur-12329	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00166431	21ur-9505	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046689	21ur-4331	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174511	21ur-15076	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170198	21ur-8028	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00049944	21ur-1458	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046438	21ur-2159	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00047498	21ur-1090	FALSE	FALSE	FALSE		1.390871213		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170766	21ur-6326	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171323	21ur-8868	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171283	21ur-15224	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00047763	21ur-5155	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00049079	21ur-4082	FALSE	FALSE	FALSE		1.390871213		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170610	21ur-10304	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00172383	21ur-14421	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046594	21ur-3902	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170309	21ur-11691	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00170948	21ur-14462	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00173989	21ur-5672	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171589	21ur-13996	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00172031	21ur-12123	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00168254	21ur-6878	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00172407	21ur-5455	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174631	21ur-8095	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00169357	21ur-9578	FALSE	FALSE	FALSE		2.352607855		-3.322	-3.322	-3.322	-1.552	-3.322	-3.322			0	0				
WBGene00172538	21ur-7575	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00047803	21ur-675	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00165523	21ur-7686	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00167989	21ur-14032	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174875	21ur-9167	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046839	21ur-3284	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171838	21ur-12622	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00050756	21ur-1404	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00171279	21ur-10692	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046703	21ur-897	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00169525	21ur-10154	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00172670	21ur-6274	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00166792	21ur-8897	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00046789	21ur-5127	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00167439	21ur-15573	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00174486	21ur-10750	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00048338	21ur-2359	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00165452	21ur-11374	FALSE	FALSE	FALSE			2.032558416	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
